image_name,label_name
data/2a_original_images/5_A_hgr2A1_id01_1.jpg,data/2a_skin_masks/5_A_hgr2A1_id01_1.bmp
data/2a_original_images/5_A_hgr2A1_id01_2.jpg,data/2a_skin_masks/5_A_hgr2A1_id01_2.bmp
data/2a_original_images/V_S_hgr2A1_id01_1.jpg,data/2a_skin_masks/V_S_hgr2A1_id01_1.bmp
data/2a_original_images/H_S_hgr2A1_id01_1.jpg,data/2a_skin_masks/H_S_hgr2A1_id01_1.bmp
data/2a_original_images/B_P_hgr2A1_id01_1.jpg,data/2a_skin_masks/B_P_hgr2A1_id01_1.bmp
data/2a_original_images/5_S_hgr2A1_id01_1.jpg,data/2a_skin_masks/5_S_hgr2A1_id01_1.bmp
data/2a_original_images/6_A_hgr2A1_id01_1.jpg,data/2a_skin_masks/6_A_hgr2A1_id01_1.bmp
data/2a_original_images/3_A_hgr2A1_id01_1.jpg,data/2a_skin_masks/3_A_hgr2A1_id01_1.bmp
data/2a_original_images/O_S_hgr2A1_id01_1.jpg,data/2a_skin_masks/O_S_hgr2A1_id01_1.bmp
data/2a_original_images/O_P_hgr2A1_id01_1.jpg,data/2a_skin_masks/O_P_hgr2A1_id01_1.bmp
data/2a_original_images/A_P_hgr2A1_id01_1.jpg,data/2a_skin_masks/A_P_hgr2A1_id01_1.bmp
data/2a_original_images/5_A_hgr2A1_id02_1.jpg,data/2a_skin_masks/5_A_hgr2A1_id02_1.bmp
data/2a_original_images/H_S_hgr2A1_id02_1.jpg,data/2a_skin_masks/H_S_hgr2A1_id02_1.bmp
data/2a_original_images/B_P_hgr2A1_id02_1.jpg,data/2a_skin_masks/B_P_hgr2A1_id02_1.bmp
data/2a_original_images/V_S_hgr2A1_id02_1.jpg,data/2a_skin_masks/V_S_hgr2A1_id02_1.bmp
data/2a_original_images/6_A_hgr2A1_id02_2.jpg,data/2a_skin_masks/6_A_hgr2A1_id02_2.bmp
data/2a_original_images/3_A_hgr2A1_id02_1.jpg,data/2a_skin_masks/3_A_hgr2A1_id02_1.bmp
data/2a_original_images/A_P_hgr2A1_id02_2.jpg,data/2a_skin_masks/A_P_hgr2A1_id02_2.bmp
data/2a_original_images/O_S_hgr2A1_id02_1.jpg,data/2a_skin_masks/O_S_hgr2A1_id02_1.bmp
data/2a_original_images/O_P_hgr2A1_id02_1.jpg,data/2a_skin_masks/O_P_hgr2A1_id02_1.bmp
data/2a_original_images/B_S_hgr2A1_id02_1.jpg,data/2a_skin_masks/B_S_hgr2A1_id02_1.bmp
data/2a_original_images/1_A_hgr2A1_id02_1.jpg,data/2a_skin_masks/1_A_hgr2A1_id02_1.bmp
data/2a_original_images/5_A_hgr2A1_id03_1.jpg,data/2a_skin_masks/5_A_hgr2A1_id03_1.bmp
data/2a_original_images/H_S_hgr2A1_id03_1.jpg,data/2a_skin_masks/H_S_hgr2A1_id03_1.bmp
